company,profits,rank,revenues,year
Freddie Mac,"2,547.0",50,"30,000.0",2001
Cardinal Health,679.7,51,"29,870.6",2001
Albertson's,501.0,38,"37,931.0",2002
Berkshire Hathaway,795.0,39,"37,668.0",2002
Kmart Holding,-95.0,40,"36,910.0",2002
Freddie Mac,"4,147.0",41,"35,523.0",2002
MCI WorldCom,"1,501.0",42,"35,179.0",2002
Marathon Oil,157.0,43,"35,041.0",2002
State Farm Insurance Cos,"-2,795.5",21,"49,653.7",2003
AT&T,"-13,082.2",22,"46,727.0",2003
Bank of America Corp.,"9,249.0",23,"45,732.0",2003
AmerisourceBergen,344.9,24,"45,234.8",2003
Target,"1,654.0",25,"43,917.0",2003
J.P. Morgan Chase & Co.,"1,663.0",26,"43,372.0",2003
SBC Communications,"5,653.0",27,"43,138.0",2003
Berkshire Hathaway,"4,286.0",28,"42,353.0",2003
Time Warner,"-98,696.0",29,"41,780.0",2003
Sears Roebuck,"1,376.0",30,"41,366.0",2003
Procter & Gamble,"4,352.0",31,"40,238.0",2003
Freddie Mac,"5,764.0",32,"39,663.0",2003
Altria Group,"9,204.0",15,"60,704.0",2004
McKesson,555.4,16,"57,129.2",2004
Cardinal Health,"1,405.8",17,"56,829.5",2004
State Farm Insurance Cos,"2,825.9",18,"56,064.6",2004
Kroger,314.6,19,"53,790.8",2004
Fannie Mae,"7,904.9",20,"53,766.9",2004
Boeing,698.0,21,"50,485.0",2004
AmerisourceBergen,441.2,22,"49,657.3",2004
Target,"1,841.0",23,"48,163.0",2004
Bank of America Corp.,"10,810.0",24,"48,065.0",2004
Pfizer,"3,910.0",25,"45,950.0",2004
Exxon Mobil,"25,330.0",2,"270,772.0",2005
General Motors,"2,805.0",3,"193,517.0",2005
Ford Motor,"3,487.0",4,"172,233.0",2005
General Electric,"16,593.0",5,"152,363.0",2005
ChevronTexaco,"13,328.0",6,"147,967.0",2005
ConocoPhillips,"8,129.0",7,"121,663.0",2005
Citigroup,"17,046.0",8,"108,276.0",2005
American Intl. Group,"11,050.0",9,"98,610.0",2005
Intl. Business Machines,"8,430.0",10,"96,293.0",2005
Hewlett-Packard,"3,497.0",11,"79,905.0",2005
New York Life Insurance,404.3,84,"12,066.6",1995
Anheuser-Busch,"1,032.1",85,"12,053.8",1995
Bristol-Myers Squibb,"1,842.0",86,"11,983.6",1995
J.P. Morgan,"1,215.0",87,"11,915.0",1995
Albertson's,400.4,88,"11,894.6",1995
SBC Communications,"1,648.7",89,"11,618.5",1995
Intel,"2,288.0",90,"11,521.0",1995
"MediaOne Group, Inc.","1,426.0",91,"11,506.0",1995
Archer Daniels Midland,484.1,92,"11,374.4",1995
CVS,307.5,93,"11,285.6",1995
Rockwell Automation,634.1,94,"11,204.7",1995
Chase Manhattan Corp.,"1,205.0",95,"11,187.0",1995
Verizon Communications,"1,858.3",83,"13,429.5",1996
Ameritech,"2,007.6",84,"13,427.8",1996
Nynex,"-1,849.9",85,"13,406.9",1996
Wyeth,"1,680.4",86,"13,376.1",1996
McKesson,404.5,87,"13,325.5",1996
Goodyear Tire & Rubber,611.0,88,"13,165.9",1996
Texas Instruments,"1,088.0",89,"13,128.0",1996
Rockwell Automation,742.0,90,"13,009.0",1996
Rockwell Automation,726.0,79,"14,343.0",1997
Lehman Brothers Hldgs.,416.0,80,"14,260.0",1997
3M,"1,526.0",81,"14,236.0",1997
Sprint,"1,183.8",82,"14,234.9",1997
Wyeth,"1,883.4",83,"14,088.3",1997
Honeywell Intl.,"1,020.0",84,"13,971.0",1997
SBC Communications,"2,101.0",85,"13,898.2",1997
College Retirement Equities Fund,N.A.,86,"13,864.6",1997
McDonnell Douglas,788.0,87,"13,834.0",1997
Teachers Insurance & Annuity Assn.,934.5,88,"13,828.1",1997
Albertson's,493.8,89,"13,776.7",1997
McKesson,135.4,90,"13,718.8",1997
Nynex,"1,477.0",91,"13,453.8",1997
Loews,793.6,63,"19,647.8",1998
Atlantic Richfield,"1,771.0",64,"19,272.0",1998
American Stores,280.6,65,"19,138.9",1998
Caterpillar,"1,665.0",66,"18,925.0",1998
New York Life Insurance,650.7,67,"18,899.3",1998
Coca-Cola,"4,129.0",68,"18,868.0",1998
Columbia/HCA Healthcare,-305.0,69,"18,819.0",1998
AMR,985.0,70,"18,570.0",1998
Aetna,901.1,71,"18,540.2",1998
Xerox,"1,452.0",72,"18,166.0",1998
American Express,"1,991.0",73,"17,760.0",1998
Bristol-Myers Squibb,"3,141.2",77,"18,283.6",1999
Dell,"1,460.0",78,"18,243.0",1999
Freddie Mac,"1,700.0",79,"18,048.0",1999
MCI WorldCom,"-2,669.0",80,"17,678.0",1999
Duke Energy,"1,252.0",81,"17,610.0",1999
UAL,821.0,82,"17,561.0",1999
AutoNation,499.5,83,"17,487.3",1999
UnitedHealth Group,-166.0,84,"17,355.0",1999
Halliburton,-14.7,85,"17,353.1",1999
Goldman Sachs Group,"2,708.0",54,"25,363.0",2000
GTE,"4,032.8",55,"25,336.2",2000
Dell,"1,666.0",56,"25,265.0",2000
United Technologies,"1,531.0",57,"25,242.0",2000
BellSouth,"3,448.0",58,"25,224.0",2000
Cardinal Health,456.3,59,"25,033.6",2000
ConAgra Foods,358.4,60,"24,594.3",2000
International Paper,183.0,61,"24,573.0",2000
Freddie Mac,"2,223.0",62,"24,268.0",2000
AutoNation,282.9,63,"24,206.6",2000
Berkshire Hathaway,"1,557.0",64,"24,028.0",2000
Honeywell Intl.,"1,541.0",65,"23,735.0",2000
Walt Disney,"1,300.0",66,"23,402.0",2000
United Parcel Service,"2,934.0",52,"29,771.0",2001
Pfizer,"3,726.0",53,"29,574.0",2001
Dynegy,500.5,54,"29,444.9",2001
CenterPoint Energy,447.5,55,"29,339.0",2001
DuPont,"2,314.0",56,"29,202.0",2001
Johnson & Johnson,"4,800.0",57,"29,139.0",2001
Delphi,"1,062.0",57,"29,139.0",2001
Allstate,"2,211.0",59,"29,134.0",2001
Aquila,206.8,60,"28,974.9",2001
International Paper,142.0,61,"28,180.0",2001
Wells Fargo,"4,026.0",62,"27,568.0",2001
Costco Wholesale,602.1,44,"34,797.0",2002
Safeway,"1,253.9",45,"34,301.0",2002
Compaq Computer,-785.0,46,"33,554.0",2002
Johnson & Johnson,"5,668.0",47,"33,004.0",2002
Conoco,"1,589.0",48,"32,795.0",2002
Pfizer,"7,788.0",49,"32,259.0",2002
J.C. Penney,98.0,50,"32,004.0",2002
MetLife,473.0,51,"31,928.0",2002
Mirant,568.0,52,"31,502.0",2002
Dell,"1,246.0",53,"31,168.0",2002
Costco Wholesale,700.0,33,"38,762.5",2003
Johnson & Johnson,"6,597.0",34,"36,298.0",2003
Albertson's,485.0,35,"35,916.0",2003
Dell,"2,122.0",36,"35,404.0",2003
Pfizer,"9,126.0",37,"35,281.0",2003
MetLife,"1,605.0",38,"34,055.0",2003
Kmart Holding,"-3,691.0",39,"32,765.0",2003
Morgan Stanley,"2,988.0",40,"32,415.0",2003
Safeway,-828.1,41,"32,399.2",2003
J.C. Penney,405.0,42,"32,347.0",2003
J.P. Morgan Chase & Co.,"6,719.0",26,"44,363.0",2004
Time Warner,"2,639.0",27,"43,877.0",2004
Procter & Gamble,"5,186.0",28,"43,377.0",2004
Costco Wholesale,721.0,29,"42,545.6",2004
Johnson & Johnson,"7,197.0",30,"41,862.0",2004
Dell,"2,645.0",31,"41,444.0",2004
Sears Roebuck,"3,397.0",32,"41,124.0",2004
SBC Communications,"8,505.0",33,"40,843.0",2004
Valero Energy,621.5,34,"37,968.6",2004
Marathon Oil,"1,321.0",35,"37,137.0",2004
MetLife,"2,217.0",36,"36,261.0",2004
Safeway,-169.8,37,"35,552.7",2004
Albertson's,556.0,38,"35,436.0",2004
Morgan Stanley,"3,787.0",39,"34,933.0",2004
AT&T,"1,865.0",40,"34,529.0",2004
Berkshire Hathaway,"7,308.0",12,"74,382.0",2005
Home Depot,"5,001.0",13,"73,094.0",2005
Verizon Communications,"7,830.7",14,"71,563.3",2005
McKesson,646.5,15,"69,506.1",2005
Cardinal Health,"1,474.5",16,"65,130.6",2005
Altria Group,"9,416.0",17,"64,440.0",2005
Bank of America Corp.,"14,143.0",18,"63,324.0",2005
State Farm Insurance Cos,"5,308.6",19,"58,818.9",2005
J.P. Morgan Chase & Co.,"4,466.0",20,"56,931.0",2005
Nationwide,445.3,96,"11,183.1",1995
Columbia/HCA Healthcare,630.0,97,"11,132.0",1995
Winn-Dixie Stores,216.1,98,"11,082.2",1995
Sysco,216.8,99,"10,942.5",1995
Compaq Computer,867.0,100,"10,866.0",1995
Aetna,251.7,91,"12,978.0",1996
Archer Daniels Midland,795.9,92,"12,671.9",1996
SBC Communications,-930.0,93,"12,669.7",1996
IBP,257.9,94,"12,667.6",1996
Alcoa,790.5,95,"12,654.9",1996
Albertson's,465.0,96,"12,585.0",1996
Anheuser-Busch,642.3,97,"12,325.5",1996
Delta Air Lines,408.0,98,"12,194.0",1996
May Dept. Stores,752.0,99,"12,187.0",1996
Hartford Financial Services,559.0,100,"12,150.0",1996
Sysco,276.9,92,"13,395.1",1997
Archer Daniels Midland,695.9,93,"13,314.0",1997
Enron,584.0,94,"13,289.0",1997
Kimberly-Clark,"1,403.8",95,"13,149.1",1997
Morgan Stanley Group,"1,029.0",96,"13,144.0",1997
Alcoa,514.9,97,"13,128.4",1997
Goodyear Tire & Rubber,101.7,98,"13,112.8",1997
Verizon Communications,"1,881.5",99,"13,081.4",1997
Georgia-Pacific,156.0,100,"13,024.0",1997
J.P. Morgan,"1,465.0",74,"17,701.0",1998
UAL,949.0,75,"17,378.0",1998
Nabisco Group Holdings,381.0,76,"17,057.0",1998
Lehman Brothers Hldgs.,647.0,77,"16,883.0",1998
Bristol-Myers Squibb,"3,204.7",78,"16,701.2",1998
Ingram Micro,193.6,79,"16,581.5",1998
Supervalu,175.0,80,"16,551.9",1998
Duke Energy,974.4,81,"16,308.9",1998
Ameritech,"2,296.0",82,"15,998.0",1998
Supervalu,230.8,86,"17,201.4",1999
Ameritech,"3,606.0",87,"17,154.0",1999
Sprint,414.5,88,"17,134.3",1999
Nabisco Group Holdings,-577.0,89,"17,037.0",1999
Electronic Data Systems,743.4,90,"16,891.0",1999
Archer Daniels Midland,403.6,91,"16,108.6",1999
Albertson's,567.2,92,"16,005.1",1999
Cardinal Health,247.1,93,"15,918.1",1999
FedEx,503.0,94,"15,872.8",1999
Federated Dept. Stores,662.0,95,"15,833.0",1999
Alcoa,853.0,96,"15,489.4",1999
Sysco,296.8,97,"15,327.5",1999
Wachovia Corp.,"3,223.0",67,"22,084.0",2000
Wells Fargo,"3,747.0",68,"21,795.0",2000
Duke Energy,"1,507.0",69,"21,742.0",2000
New York Life Insurance,554.8,70,"21,679.3",2000
American Express,"2,475.0",71,"21,278.0",2000
Loews,363.2,72,"20,952.6",2000
PG&E Corp.,-73.0,73,"20,820.0",2000
Conoco,744.0,74,"20,817.0",2000
Cigna,"1,774.0",75,"20,644.0",2000
PepsiCo,"2,050.0",76,"20,367.0",2000
AMR,985.0,77,"20,262.0",2000
Bristol-Myers Squibb,"4,167.0",78,"20,222.0",2000
Aetna,127.1,63,"26,818.9",2001
United Technologies,"1,808.0",64,"26,583.0",2001
Lehman Brothers Hldgs.,"1,775.0",65,"26,447.0",2001
BellSouth,"4,220.0",66,"26,151.0",2001
Walt Disney,920.0,67,"25,402.0",2001
ConAgra Foods,413.0,68,"25,385.8",2001
Lockheed Martin,-519.0,69,"25,329.0",2001
Bank One Corp.,-511.0,70,"25,168.0",2001
Honeywell Intl.,"1,659.0",71,"25,023.0",2001
Tosco,529.4,72,"24,545.0",2001
Wachovia Corp.,92.0,73,"24,246.0",2001
Goldman Sachs Group,"2,310.0",54,"31,138.0",2002
United Parcel Service,"2,399.0",55,"30,646.0",2002
Motorola,"-3,937.0",56,"30,004.0",2002
Allstate,"1,158.0",57,"28,865.0",2002
TXU,677.0,58,"27,927.0",2002
United Technologies,"1,938.0",59,"27,897.0",2002
Dow Chemical,-385.0,60,"27,805.0",2002
ConAgra Foods,638.0,61,"27,194.2",2002
Prudential Financial,-154.0,62,"27,177.0",2002
PepsiCo,"2,662.0",63,"26,935.0",2002
United Parcel Service,"3,182.0",43,"31,272.0",2003
Allstate,"1,134.0",44,"29,579.0",2003
Walgreen,"1,019.2",45,"28,681.1",2003
Wells Fargo,"5,434.0",46,"28,473.0",2003
Microsoft,"7,829.0",47,"28,365.0",2003
Merrill Lynch,"2,513.0",48,"28,253.0",2003
United Technologies,"2,236.0",49,"28,212.0",2003
ConAgra Foods,783.0,50,"27,629.6",2003
Dow Chemical,-338.0,51,"27,609.0",2003
Marathon Oil,516.0,52,"27,470.0",2003
Delphi,343.0,53,"27,427.0",2003
Sprint,630.0,54,"27,180.0",2003
Valero Energy,91.5,55,"26,976.3",2003
Medco Health Solutions,425.8,41,"34,264.5",2004
United Parcel Service,"2,898.0",42,"33,485.0",2004
J.C. Penney,-928.0,43,"32,923.0",2004
Dow Chemical,"1,730.0",44,"32,632.0",2004
Walgreen,"1,175.7",45,"32,505.4",2004
Microsoft,"9,993.0",46,"32,187.0",2004
Allstate,"2,705.0",47,"32,149.0",2004
Lockheed Martin,"1,053.0",48,"31,844.0",2004
Wells Fargo,"6,202.0",49,"31,800.0",2004
Lowe's,"1,877.0",50,"31,263.0",2004
Kroger,-128.0,21,"56,434.4",2005
Valero Energy,"1,803.8",22,"53,918.6",2005
AmerisourceBergen,468.4,23,"53,179.0",2005
Pfizer,"11,361.0",24,"52,921.0",2005
Boeing,"1,872.0",25,"52,553.0",2005
Procter & Gamble,"6,481.0",26,"51,407.0",2005
Target,"3,198.0",27,"49,934.0",2005
Dell,"3,043.0",28,"49,205.0",2005
Costco Wholesale,882.4,29,"48,107.0",2005
Johnson & Johnson,"8,509.0",30,"47,348.0",2005
Marathon Oil,"1,261.0",31,"45,444.0",2005
Time Warner,"3,364.0",32,"42,869.0",2005
SBC Communications,"5,887.0",33,"41,098.0",2005
Federated Dept. Stores,536.0,83,"15,668.3",1998
ConocoPhillips,959.0,84,"15,424.0",1998
PG&E Corp.,716.0,85,"15,399.9",1998
Fleming,25.4,86,"15,372.7",1998
"MediaOne Group, Inc.",697.0,87,"15,352.0",1998
Electronic Data Systems,730.6,88,"15,235.6",1998
3M,"2,121.0",89,"15,070.0",1998
Sprint,952.5,90,"14,873.9",1998
Eastman Kodak,5.0,91,"14,713.0",1998
Albertson's,516.8,92,"14,689.5",1998
Honeywell Intl.,"1,170.0",93,"14,472.0",1998
Sysco,302.5,94,"14,454.6",1998
Freddie Mac,"1,395.0",95,"14,399.0",1998
Walgreen,511.0,98,"15,307.0",1999
CVS,396.4,99,"15,273.6",1999
Honeywell Intl.,"1,331.0",100,"15,128.0",1999
Sara Lee,"1,191.0",79,"20,012.0",2000
FleetBoston Financial,"2,038.0",80,"20,000.0",2000
Sprint,-935.0,81,"19,930.0",2000
Raytheon,404.0,82,"19,841.0",2000
Coca-Cola,"2,431.0",83,"19,805.0",2000
Microsoft,"7,785.0",84,"19,747.0",2000
Caterpillar,946.0,85,"19,702.0",2000
UnitedHealth Group,568.0,86,"19,562.0",2000
Xerox,"1,424.0",87,"19,228.0",2000
Lehman Brothers Hldgs.,"1,132.0",88,"18,989.0",2000
American Express,"2,810.0",74,"23,675.0",2001
Sprint,93.0,75,"23,613.0",2001
Southern,"1,313.0",76,"23,381.0",2001
Alcoa,"1,484.0",77,"23,090.0",2001
Dow Chemical,"1,513.0",78,"23,008.0",2001
Microsoft,"9,421.0",79,"22,956.0",2001
Prudential Financial,189.3,80,"22,759.9",2001
FleetBoston Financial,"3,420.0",81,"22,608.0",2001
PG&E Corp.,161.0,82,"22,483.0",2001
AutoNation,329.9,83,"22,330.8",2001
Georgia-Pacific,505.0,84,"22,218.0",2001
Wells Fargo,"3,423.0",64,"26,891.0",2002
Intel,"1,291.0",65,"26,539.0",2002
International Paper,"-1,204.0",66,"26,363.0",2002
Delphi,-370.0,67,"26,088.0",2002
Sprint,"-1,401.0",68,"26,071.0",2002
New York Life Insurance,"1,086.0",69,"25,678.2",2002
DuPont,"4,339.0",70,"25,370.0",2002
Georgia-Pacific,-407.0,71,"25,309.0",2002
Microsoft,"7,346.0",72,"25,296.0",2002
Walt Disney,-158.0,73,"25,269.0",2002
Aetna,-279.6,74,"25,190.8",2002
Ingram Micro,6.7,75,"25,186.9",2002
Lucent Technologies,"-16,198.0",76,"25,132.0",2002
Lockheed Martin,500.0,56,"26,806.0",2003
Prudential Financial,194.0,57,"26,797.0",2003
Intel,"3,117.0",58,"26,764.0",2003
Motorola,"-2,485.0",59,"26,679.0",2003
Lowe's,"1,471.5",60,"26,490.9",2003
Walt Disney,"1,236.0",61,"25,329.0",2003
PepsiCo,"3,313.0",62,"25,112.0",2003
UnitedHealth Group,"1,352.0",63,"25,020.0",2003
International Paper,-880.0,64,"24,976.0",2003
New York Life Insurance,423.5,65,"24,720.7",2003
Viacom,725.7,66,"24,605.7",2003
United Technologies,"2,361.0",51,"31,034.0",2004
Archer Daniels Midland,451.1,52,"30,708.0",2004
Intel,"5,641.0",53,"30,141.0",2004
UnitedHealth Group,"1,825.0",54,"28,823.0",2004
Northrop Grumman,866.0,55,"28,686.0",2004
Delphi,-56.0,56,"28,096.0",2004
Prudential Financial,"1,264.0",57,"27,907.0",2004
Merrill Lynch,"3,988.0",58,"27,745.0",2004
DuPont,973.0,59,"27,730.0",2004
Walt Disney,"1,267.0",60,"27,061.0",2004
Dow Chemical,"2,797.0",34,"40,161.0",2005
Albertson's,444.0,35,"40,052.0",2005
Morgan Stanley,"4,486.0",36,"39,549.0",2005
MetLife,"2,758.0",37,"39,535.0",2005
Walgreen,"1,360.2",38,"37,508.2",2005
United Technologies,"2,788.0",39,"37,445.0",2005
UnitedHealth Group,"2,587.0",40,"37,218.0",2005
Microsoft,"8,168.0",41,"36,835.0",2005
United Parcel Service,"3,333.0",42,"36,582.0",2005
Lowe's,"2,176.0",43,"36,464.0",2005
Archer Daniels Midland,494.7,44,"36,151.4",2005
Sears Roebuck,-507.0,45,"36,099.0",2005
Safeway,560.2,46,"35,822.9",2005
Wachovia Corp.,"1,896.0",96,"14,329.0",1998
Massey Energy,146.2,97,"14,298.5",1998
Wyeth,"2,043.1",98,"14,196.0",1998
Archer Daniels Midland,377.3,99,"13,853.3",1998
Raytheon,526.8,100,"13,673.5",1998
Dow Chemical,"1,331.0",89,"18,929.0",2000
Aquila,160.5,90,"18,621.5",2000
Electronic Data Systems,420.9,91,"18,534.2",2000
J.P. Morgan,"2,055.0",92,"18,110.0",2000
CVS,635.1,93,"18,098.3",2000
UAL,"1,235.0",94,"18,027.0",2000
Walgreen,624.1,95,"17,838.8",2000
Georgia-Pacific,716.0,96,"17,796.0",2000
Federated Dept. Stores,795.0,97,"17,716.0",2000
Sysco,362.3,98,"17,422.8",2000
Supervalu,191.3,99,"17,420.5",2000
Bergen Brunswig,70.6,100,"17,244.9",2000
TXU,916.0,85,"22,009.0",2001
El Paso,652.0,86,"21,950.0",2001
New York Life Insurance,"1,205.5",87,"21,450.4",2001
Bristol-Myers Squibb,"4,711.0",88,"21,331.0",2001
ConocoPhillips,"1,862.0",89,"21,227.0",2001
Walgreen,776.9,90,"21,206.9",2001
UnitedHealth Group,736.0,91,"21,122.0",2001
Loews,"1,876.7",92,"20,669.9",2001
Lockheed Martin,"-1,046.0",77,"24,793.0",2002
Walgreen,885.6,78,"24,623.0",2002
Bank One Corp.,"2,638.0",79,"24,527.0",2002
TIAA-CREF,585.2,80,"24,230.6",2002
ConocoPhillips,"1,661.0",81,"24,189.0",2002
BellSouth,"2,570.0",82,"24,130.0",2002
Honeywell Intl.,-99.0,83,"23,652.0",2002
UnitedHealth Group,913.0,84,"23,454.0",2002
Viacom,-223.5,85,"23,222.8",2002
Supervalu,82.0,86,"23,194.3",2002
PG&E Corp.,"1,099.0",87,"22,959.0",2002
Alcoa,908.0,88,"22,859.0",2002
DuPont,"-1,103.0",67,"24,522.0",2003
CVS,716.6,68,"24,181.5",2003
American Express,"2,671.0",69,"23,807.0",2003
Wachovia Corp.,"3,579.0",70,"23,591.0",2003
Archer Daniels Midland,511.1,71,"23,453.6",2003
Tyson Foods,383.0,72,"23,367.0",2003
Sysco,679.8,73,"23,350.5",2003
Georgia-Pacific,-735.0,74,"23,271.0",2003
Goldman Sachs Group,"2,114.0",75,"22,854.0",2003
Ingram Micro,-275.2,76,"22,459.3",2003
BellSouth,"1,423.0",77,"22,440.0",2003
Motorola,893.0,61,"27,058.0",2004
PepsiCo,"3,568.0",62,"26,971.0",2004
CVS,847.3,63,"26,588.0",2004
Viacom,"1,416.9",64,"26,585.3",2004
Sprint,"1,215.0",65,"26,202.0",2004
Sysco,778.3,66,"26,140.3",2004
Kmart Holding,"-1,991.0",67,"26,032.0",2004
TIAA-CREF,514.3,68,"26,016.2",2004
American Express,"2,987.0",69,"25,866.0",2004
New York Life Insurance,695.0,70,"25,699.7",2004
Lockheed Martin,"1,266.0",47,"35,526.0",2005
Medco Health Solutions,481.6,48,"35,351.9",2005
Motorola,"1,532.0",49,"35,349.0",2005
Intel,"7,516.0",50,"34,209.0",2005
Allstate,"3,181.0",51,"33,936.0",2005
Wells Fargo,"7,014.0",52,"33,876.0",2005
Merrill Lynch,"4,436.0",53,"32,467.0",2005
Walt Disney,"2,345.0",54,"30,752.0",2005
CVS,918.8,55,"30,594.3",2005
AT&T,"-6,469.0",56,"30,537.0",2005
Caterpillar,"2,035.0",57,"30,251.0",2005
Northrop Grumman,"1,084.0",58,"29,868.0",2005
Goldman Sachs Group,"4,553.0",59,"29,839.0",2005
Coca-Cola,"2,177.0",93,"20,458.0",2001
PepsiCo,"2,183.0",94,"20,438.0",2001
Tech Data,178.0,95,"20,427.7",2001
Sara Lee,"1,222.0",96,"20,414.0",2001
Supervalu,242.9,97,"20,339.1",2001
AMR,813.0,98,"20,245.0",2001
Caterpillar,"1,053.0",99,"20,175.0",2001
CVS,746.0,100,"20,087.5",2001
American Express,"1,311.0",89,"22,582.0",2002
Wachovia Corp.,"1,619.0",90,"22,396.0",2002
Lehman Brothers Hldgs.,"1,255.0",91,"22,392.0",2002
Cisco Systems,"-1,014.0",92,"22,293.0",2002
CVS,413.2,93,"22,241.4",2002
Lowe's,"1,023.3",94,"22,111.1",2002
Sysco,596.9,95,"21,784.5",2002
Bristol-Myers Squibb,"5,245.0",96,"21,717.0",2002
Electronic Data Systems,"1,363.0",97,"21,543.0",2002
Caterpillar,805.0,98,"20,450.0",2002
Honeywell Intl.,-220.0,78,"22,274.0",2003
Bank One Corp.,"3,295.0",79,"22,171.0",2003
Electronic Data Systems,"1,116.0",80,"21,782.0",2003
Supervalu,198.3,81,"20,908.5",2003
Alcoa,420.0,82,"20,618.0",2003
FedEx,710.0,83,"20,607.0",2003
Mass. Mutual Life Ins.,"1,430.0",84,"20,247.1",2003
Caterpillar,798.0,85,"20,152.0",2003
Johnson Controls,600.5,86,"20,103.4",2003
Cigna,-398.0,87,"19,915.0",2003
Aetna,"-2,522.5",88,"19,878.7",2003
TIAA-CREF,-136.8,89,"19,791.0",2003
HCA,833.0,90,"19,729.0",2003
International Paper,302.0,71,"25,200.0",2004
Tyson Foods,337.0,72,"24,549.0",2004
Wachovia Corp.,"4,624.0",73,"24,474.0",2004
Goldman Sachs Group,"3,005.0",74,"23,623.0",2004
Duke Energy,"-1,323.0",75,"23,483.0",2004
Honeywell Intl.,"1,324.0",76,"23,103.0",2004
Caterpillar,"1,099.0",77,"22,763.0",2004
Best Buy,99.0,78,"22,673.0",2004
Johnson Controls,682.9,79,"22,646.0",2004
BellSouth,"3,904.0",80,"22,635.0",2004
Sysco,907.2,60,"29,335.4",2005
PepsiCo,"4,212.0",61,"29,261.0",2005
American Express,"3,445.0",62,"29,115.0",2005
Delphi,-36.0,63,"28,700.0",2005
Prudential Financial,"2,256.0",64,"28,348.0",2005
Wachovia Corp.,"5,214.0",65,"28,067.0",2005
DuPont,"1,780.0",66,"27,995.0",2005
Sprint,"-1,012.0",67,"27,428.0",2005
New York Life Insurance,"1,213.3",68,"27,175.5",2005
Viacom,"-17,462.2",69,"27,054.8",2005
International Paper,-35.0,70,"26,722.0",2005
Johnson Controls,817.5,71,"26,553.4",2005
Coca-Cola,"3,969.0",99,"20,092.0",2002
Archer Daniels Midland,383.3,100,"20,051.4",2002
Best Buy,570.0,91,"19,597.0",2003
Coca-Cola,"3,050.0",92,"19,564.0",2003
AutoNation,381.6,93,"19,478.5",2003
Washington Mutual,"3,896.0",94,"19,037.0",2003
Cisco Systems,"1,893.0",95,"18,915.0",2003
Weyerhaeuser,241.0,96,"18,521.0",2003
Visteon,-352.0,97,"18,395.0",2003
Bristol-Myers Squibb,"1,895.0",98,"18,119.0",2003
Northrop Grumman,64.0,99,"17,837.0",2003
Abbott Laboratories,"2,793.7",100,"17,684.7",2003
Ingram Micro,149.2,81,"22,613.0",2004
FedEx,830.0,82,"22,487.0",2004
Merck,"6,830.9",83,"22,485.9",2004
ConAgra Foods,774.8,84,"22,052.5",2004
HCA,"1,332.0",85,"21,808.0",2004
Alcoa,938.0,86,"21,728.0",2004
Electronic Data Systems,"-1,698.0",87,"21,596.0",2004
Bank One Corp.,"3,535.0",88,"21,454.0",2004
Comcast,"3,240.0",89,"21,263.0",2004
Tyson Foods,403.0,72,"26,441.0",2005
Caremark Rx,600.3,73,"25,801.1",2005
J.C. Penney,524.0,74,"25,678.0",2005
Honeywell Intl.,"1,281.0",75,"25,601.0",2005
Ingram Micro,219.9,76,"25,462.1",2005
Best Buy,705.0,77,"24,901.0",2005
FedEx,838.0,78,"24,710.0",2005
Alcoa,"1,310.0",79,"23,960.0",2005
HCA,"1,246.0",80,"23,502.0",2005
TIAA-CREF,540.5,81,"23,411.3",2005
Sunoco,605.0,82,"23,226.0",2005
Mass. Mutual Life Ins.,735.0,90,"21,075.8",2004
Coca-Cola,"4,347.0",91,"21,044.0",2004
Bristol-Myers Squibb,"2,952.0",92,"20,671.0",2004
WellPoint Health Networks,935.2,93,"20,359.7",2004
Georgia-Pacific,254.0,94,"20,255.0",2004
Weyerhaeuser,277.0,95,"19,873.0",2004
Abbott Laboratories,"2,753.2",96,"19,680.6",2004
AutoNation,479.2,97,"19,381.1",2004
Williams,-504.5,98,"19,245.7",2004
Supervalu,257.0,99,"19,160.4",2004
Cisco Systems,"3,578.0",100,"18,878.0",2004
Mass. Mutual Life Ins.,677.0,83,"23,159.2",2005
